evaluator,generator,dataset,distance,performance
ll-3.1-405b,gemini-2.0-flash-lite,sharegpt,23,0.035
qwen-2.5-72b,gemini-2.0-flash-lite,sharegpt,68,0.04
qwen-3.0-80b,gemini-2.0-flash-lite,sharegpt,-43,0.085
deepseek-3.1,gemini-2.0-flash-lite,sharegpt,-60,0.015
kimi-k2,gemini-2.0-flash-lite,sharegpt,-64,0.125
gpt-4o-mini,gemini-2.0-flash,sharegpt,56,0.03
gpt-4.1-mini,gemini-2.0-flash,sharegpt,-16,0.03
gpt-4o,gemini-2.0-flash,sharegpt,-78,0.035
gpt-4.1,gemini-2.0-flash,sharegpt,-49,0.065
haiku-3.5,gemini-2.0-flash,sharegpt,42,0.025
sonnet-4.5,gemini-2.0-flash,sharegpt,-83,0.13
opus-4.1,gemini-2.0-flash,sharegpt,-81,0.045
gemini-2.0-flash-lite,gemini-2.0-flash,sharegpt,6,0.01
ll-3.1-8b,gemini-2.0-flash,sharegpt,129,0.085
ll-3.1-70b,gemini-2.0-flash,sharegpt,77,0.03
ll-3.1-405b,gemini-2.0-flash,sharegpt,29,0.03
qwen-2.5-72b,gemini-2.0-flash,sharegpt,74,0.03
qwen-3.0-80b,gemini-2.0-flash,sharegpt,-37,0.04
deepseek-3.1,gemini-2.0-flash,sharegpt,-54,0.015
kimi-k2,gemini-2.0-flash,sharegpt,-58,0.095
gpt-4o-mini,ll-3.1-8b,sharegpt,-73,0.325
gpt-4.1-mini,ll-3.1-8b,sharegpt,-145,0.545
gpt-4o,ll-3.1-8b,sharegpt,-207,0.3530821917808219
gpt-4.1,ll-3.1-8b,sharegpt,-178,0.69
haiku-3.5,ll-3.1-8b,sharegpt,-87,0.2421232876712329
sonnet-4.5,ll-3.1-8b,sharegpt,-212,0.7692307692307693
opus-4.1,ll-3.1-8b,sharegpt,-210,0.6813698630136986
gemini-2.0-flash-lite,ll-3.1-8b,sharegpt,-123,0.235
gemini-2.0-flash,ll-3.1-8b,sharegpt,-129,0.435
ll-3.1-70b,ll-3.1-8b,sharegpt,-52,0.33
ll-3.1-405b,ll-3.1-8b,sharegpt,-100,0.285
qwen-2.5-72b,ll-3.1-8b,sharegpt,-55,0.32
qwen-3.0-80b,ll-3.1-8b,sharegpt,-166,0.5549999999999999
deepseek-3.1,ll-3.1-8b,sharegpt,-183,0.445
kimi-k2,ll-3.1-8b,sharegpt,-187,0.668921568627451
gpt-4o-mini,ll-3.1-70b,sharegpt,-21,0.09
gpt-4.1-mini,ll-3.1-70b,sharegpt,-93,0.225
gpt-4o,ll-3.1-70b,sharegpt,-155,0.095
gpt-4.1,ll-3.1-70b,sharegpt,-126,0.315
haiku-3.5,ll-3.1-70b,sharegpt,-35,0.06
sonnet-4.5,ll-3.1-70b,sharegpt,-160,0.34
opus-4.1,ll-3.1-70b,sharegpt,-158,0.29
gemini-2.0-flash-lite,ll-3.1-70b,sharegpt,-71,0.05
gemini-2.0-flash,ll-3.1-70b,sharegpt,-77,0.2
ll-3.1-8b,ll-3.1-70b,sharegpt,52,0.23
ll-3.1-405b,ll-3.1-70b,sharegpt,-48,0.08
qwen-2.5-72b,ll-3.1-70b,sharegpt,-3,0.095
qwen-3.0-80b,ll-3.1-70b,sharegpt,-114,0.2884615384615384
deepseek-3.1,ll-3.1-70b,sharegpt,-131,0.125
kimi-k2,ll-3.1-70b,sharegpt,-135,0.365
gpt-4o-mini,ll-3.1-405b,sharegpt,27,0.13
gpt-4.1-mini,ll-3.1-405b,sharegpt,-45,0.145
gpt-4o,ll-3.1-405b,sharegpt,-107,0.12
gpt-4.1,ll-3.1-405b,sharegpt,-78,0.255
haiku-3.5,ll-3.1-405b,sharegpt,13,0.0812
sonnet-4.5,ll-3.1-405b,sharegpt,-112,0.2355178082191781
opus-4.1,ll-3.1-405b,sharegpt,-110,0.2355178082191781
gemini-2.0-flash-lite,ll-3.1-405b,sharegpt,-23,0.085
gemini-2.0-flash,ll-3.1-405b,sharegpt,-29,0.23
ll-3.1-8b,ll-3.1-405b,sharegpt,100,0.245
ll-3.1-70b,ll-3.1-405b,sharegpt,48,0.2307692307692307
qwen-2.5-72b,ll-3.1-405b,sharegpt,45,0.09
qwen-3.0-80b,ll-3.1-405b,sharegpt,-66,0.205
deepseek-3.1,ll-3.1-405b,sharegpt,-83,0.135
kimi-k2,ll-3.1-405b,sharegpt,-87,0.3099999999999999
gpt-4o-mini,qwen-2.5-72b,sharegpt,-18,0.035
gpt-4.1-mini,qwen-2.5-72b,sharegpt,-90,0.14
gpt-4o,qwen-2.5-72b,sharegpt,-152,0.045
gpt-4.1,qwen-2.5-72b,sharegpt,-123,0.16
haiku-3.5,qwen-2.5-72b,sharegpt,-32,0.025
sonnet-4.5,qwen-2.5-72b,sharegpt,-157,0.275
opus-4.1,qwen-2.5-72b,sharegpt,-155,0.19
gemini-2.0-flash-lite,qwen-2.5-72b,sharegpt,-68,0.03
gemini-2.0-flash,qwen-2.5-72b,sharegpt,-74,0.155
ll-3.1-8b,qwen-2.5-72b,sharegpt,55,0.215
ll-3.1-70b,qwen-2.5-72b,sharegpt,3,0.075
ll-3.1-405b,qwen-2.5-72b,sharegpt,-45,0.04
qwen-3.0-80b,qwen-2.5-72b,sharegpt,-111,0.15
deepseek-3.1,qwen-2.5-72b,sharegpt,-128,0.07
kimi-k2,qwen-2.5-72b,sharegpt,-132,0.225
gpt-4o-mini,qwen-3.0-80b,sharegpt,93,0.02
gpt-4.1-mini,qwen-3.0-80b,sharegpt,21,0.0384615384615384
gpt-4o,qwen-3.0-80b,sharegpt,-41,0.05
gpt-4.1,qwen-3.0-80b,sharegpt,-12,0.04
haiku-3.5,qwen-3.0-80b,sharegpt,79,0.015
sonnet-4.5,qwen-3.0-80b,sharegpt,-46,0.16
opus-4.1,qwen-3.0-80b,sharegpt,-44,0.05
gemini-2.0-flash-lite,qwen-3.0-80b,sharegpt,43,0.02
gemini-2.0-flash,qwen-3.0-80b,sharegpt,37,0.07
ll-3.1-8b,qwen-3.0-80b,sharegpt,166,0.15
ll-3.1-70b,qwen-3.0-80b,sharegpt,114,0.02
ll-3.1-405b,qwen-3.0-80b,sharegpt,66,0.02
qwen-2.5-72b,qwen-3.0-80b,sharegpt,111,0.015
deepseek-3.1,qwen-3.0-80b,sharegpt,-17,0.01
kimi-k2,qwen-3.0-80b,sharegpt,-21,0.06
gpt-4o-mini,deepseek-3.1,sharegpt,110,0.045
gpt-4.1-mini,deepseek-3.1,sharegpt,38,0.075
gpt-4o,deepseek-3.1,sharegpt,-24,0.06
gpt-4.1,deepseek-3.1,sharegpt,5,0.08
haiku-3.5,deepseek-3.1,sharegpt,96,0.0256
sonnet-4.5,deepseek-3.1,sharegpt,-29,0.1358904109589041
opus-4.1,deepseek-3.1,sharegpt,-27,0.07
gemini-2.0-flash-lite,deepseek-3.1,sharegpt,60,0.03
gemini-2.0-flash,deepseek-3.1,sharegpt,54,0.09
ll-3.1-8b,deepseek-3.1,sharegpt,183,0.115
ll-3.1-70b,deepseek-3.1,sharegpt,131,0.03
ll-3.1-405b,deepseek-3.1,sharegpt,83,0.03
qwen-2.5-72b,deepseek-3.1,sharegpt,128,0.035
qwen-3.0-80b,deepseek-3.1,sharegpt,17,0.065
kimi-k2,deepseek-3.1,sharegpt,-4,0.085
gpt-4o-mini,kimi-k2,sharegpt,114,0.015
gpt-4.1-mini,kimi-k2,sharegpt,42,0.015
gpt-4o,kimi-k2,sharegpt,-20,0.015
gpt-4.1,kimi-k2,sharegpt,9,0.015
haiku-3.5,kimi-k2,sharegpt,100,0.01
sonnet-4.5,kimi-k2,sharegpt,-25,0.1606462585034013
opus-4.1,kimi-k2,sharegpt,-23,0.035
gemini-2.0-flash-lite,kimi-k2,sharegpt,64,0.02
gemini-2.0-flash,kimi-k2,sharegpt,58,0.05
ll-3.1-8b,kimi-k2,sharegpt,187,0.21
ll-3.1-70b,kimi-k2,sharegpt,135,0.03
ll-3.1-405b,kimi-k2,sharegpt,87,0.02
qwen-2.5-72b,kimi-k2,sharegpt,132,0.0
qwen-3.0-80b,kimi-k2,sharegpt,21,0.0
deepseek-3.1,kimi-k2,sharegpt,4,0.01
